,ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location,Germany,Denmark,Netherlands,Poland,Belarus,Latvia,Lithuania,Russian Federation,Italy,Albania,Austria,Bosnia and Herzegovina,Bulgaria,Croatia,Estonia,Finland,France,Greece,Hungary,The former Yugoslav Republic of Macedonia,Romania,United Kingdom of Great Britain and Northern Ireland,Slovakia,Slovenia,Switzerland,Czech Republic,Turkey,Ukraine,Serbia,Belgium,India,Bolivia (Plurinational State of),Chile,Azerbaijan,Myanmar,Bangladesh,Spain,Georgia,Iran (Islamic Republic of),Pakistan,Colombia,Iraq,Israel,Jordan,Syrian Arab Republic,Armenia,China,Kyrgyzstan,Mongolia,Lebanon,Bhutan,Republic of Moldova,Oman,Kenya,Tajikistan,Lao People's Democratic Republic,Ireland,Kazakhstan,Argentina,Brazil,Norway,Guyana,Ethiopia,Uzbekistan,Central African Republic,Democratic Republic of the Congo,Micronesia (Federated States of),Cameroon,Congo,Gabon,Ecuador,Canada,French Guiana (France),Cambodia,Guinea-Bissau,Guinea,El Salvador,Liechtenstein,Egypt,Libyan Arab Jamahiriya,Palestine,Algeria,Morocco,Luxembourg,Sweden
991,2033,Rukai,rukai,ruki,China,CHN,dru,Vulnerable,,,2000.0,,22.791999999999998,120.8104,Taiwan Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,311,Sliba,sliba,sliva,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",slc,Severely endangered,Sliva,,2000.0,"R. Arango and E. Snchez, 'Los pueblos indgenas de Colombia'  (2004)
M. Brenzinger, 'Language Diversity Threatened' (2007)",5.3097,-69.873,Colombia: On the Meta river in the department of Casanare; in Santa Rosala (department of Vichada). 79 in Venezuela.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,2411,Sangkong,sangkong,sangkong,China,CHN,sgk,Vulnerable,Buxia,,2000.0,Bradley 2007,21.5158,100.6957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,47,Sarwa,sarwa,sarwa,Chad,TCD,swy,Definitely endangered,Sarua,,2000.0,Ethnologue,10.5958,17.0397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,861,Shoshoni (Idaho),shoshone (Idaho),shoshone  (Idaho),United States of America,USA,shh,Severely endangered,Shoshone,,2000.0,"Golla et al. ms.
Personal interviews",43.0438,-112.4629,"Sho-Ban Tribe Reservation at Fort Hall, Idaho.
Communites are located throughout the Great Basin area in Idaho, Nevada, Utah, and Wyoming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,1469,Shoshoni (Nevada),shoshone (Nevada),shoshone (Nevada),United States of America,USA,shh,Severely endangered,"Shoshone, Gosiute, Goshute",,2000.0,"Golla et al. ms.
Personal interviews",40.0358,-113.9835,"The Goshute dialect is spoken in the Goshute Reservations in Skull Valley, Nevada and near Ibapah in eastern Nevada and western Utah.
Communites are located throughout the Great Basin area in Idaho, Nevada, Utah, and Wyoming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,1468,Shoshoni (Wyoming),shoshone (Wyoming),shoshone (Wyoming),United States of America,USA,shh,Severely endangered,Shoshone,,2000.0,"Golla et al. ms.
Personal interviews",43.013999999999996,-108.8209,"Eastern Shoshoni dialect at the Wind River Reservation, Wyoming..
Communites are located throughout the Great Basin area in Idaho, Nevada, Utah, and Wyoming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1222,Tai Phake,tai phake,phake,India,IND,phk,Severely endangered,,,2000.0,,27.5033,95.2185,"Assam, mostly in Tinsukia and Dibrugarh districts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,2,Tamazight (Arzew),tamazight (Arzew),tamazight (Arzew),Algeria,DZA,rif,Critically endangered,,,2000.0,Local sources,35.5869,-0.4737,South of Oran and the Bay of Arzew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,561,Tanglang,tanglang,tanglang,China,CHN,ytl,Vulnerable,,,2000.0,Bradley 2007,26.0863,99.7119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1748,Tchitchege,tchitchege,tchitchege,Gabon,GAB,tck,Definitely endangered,,,2000.0,Ethnologue,-1.8508,13.612,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1194,Tinan,tinan,tinan,"China, India","CHN, IND",lbf,Definitely endangered,"Tinani, Tinan Lahuli, Teenan",,2000.0,,32.519,77.6733,"Himachal Pradesh, Lahul and Spiti districts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,591,Tsafiki,tsaÕfiki,tsafiki,Ecuador,ECU,cof,Definitely endangered,"Colorado (discriminatory name rejected by speakers). Tsa'fiki means ""true word/language"".",,2000.0,"- Montaluisa,Luis. 2008. Lenguas indgenas vivas del Ecuador. International Expert Group Meeting on Indigenous Languages. NY, (Jan. 8-10) (unpublished)
- National Directorate of Bilingual Intercultural Education (DINEIB) (www.dineib.org)
- Google Earth, 2008 


",-0.25,-79.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1662,Ukhwejo,ukhwejo,ukhwejo,Central African Republic,CAF,ukh,Severely endangered,Benkonjo,,2000.0,Ethnologue,3.3626,16.0565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,733,Urarina,urarina,urarina,Peru,PER,ura,Vulnerable,Kacha. Simacu. Itucale.,,2000.0,"Olawsky, 'A grammar of Urarina' (2006)",-4.3464,-75.3002,"Departamento de  Loreto, ro Chambira, aldea de  Nueva Esperanza, entre otras..",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1836,Ushojo,ushojo,usoyo,Pakistan,PAK,ush,Definitely endangered,Ushuji,,2000.0,"Rensch, Calvin R., Sandra J. Decker, and Daniel G. Hallberg. 1992. Languages of Kohistan. ",35.0209,72.89699999999999,"Upper reaches of Bishigram (Chail) Valley, east of Madyan, Swat Kohistan, Northern Areas, Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,895,Waigali,waigali,vaigal,Afghanistan,AFG,wbk,Definitely endangered,"kalaSa al, Waigeli, Waigalii, Waigala, Zhonjigali, Suki, Wai-Ala, Wai, Kalasha-Ala; Zemiaki (dialect)",,2000.0,"Dr. Richard F. Strand, 'Nuristan',  http://users.sedona.net/~strand/

Dr. George van Driem in 'Encyclopedia of the world's endangered languaged', ed. Christopher Moseley (2007).

",35.1895,71.1941,Vaigal valley in Nuristan Province and central Kunar Province of Afghanistan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,758,Waotededo,huaotededo,huao terero,Ecuador,ECU,auc,Vulnerable,"Waotiriro, Huaotiriro, Waodani, Auca (From Quichua = ""sauvage""; this name is rejected by the speakers)",,2000.0,"- Entrix 2007. ÒIdentificacin y evaluacin de impactos socioeconmicos - regin amaznicaÓ.  Quito(unpublished). 
- Personal research",-1.1864,-76.6296,"Provinces of Orellana, Pastaza and Napo along the Yasun, Shiripungo, Conocaco, Villano and Curaray rivers. There are about 30 communities. Two groups Taromenani and Tagaeri live still in isolation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,2482,Wotapuri-Katarqalai,wotapuri-katarqalai,votapur,Afghanistan,AFG,wsv,Definitely endangered,,,2000.0,"Dr. George van Driem in Encyclopaedia of the World Endangered Languages, ed by Christopher Moseley. 2007",34.4166,70.3333,"the two towns of Wotapur and Katarqala, Nuristan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1426,Wutun,wutun,wutunhua,China,CHN,wuh,Definitely endangered,,,2000.0,"Mei W. Lee-Smith and Stephen A. Wurm: The Wutun language. Ñ Atlas of languages of intercultural communication in the Pacific, Asia, and the Americas. Edited by Stephen A. Wurm & Peter Mhlhusler & Darrell T. Tryon. Volume II, 2. Trends in Linguistics, Documentation 13, 2; Berlin: Mouton de Gruyter, 1996. 883Ð897.",35.791,102.4365,"Wutun villages in Tongren County of Huangnan Tibetan Autonomous District, Qinghai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,579,Candoshi,candoshi,candoshi,Peru,PER,cbu,Definitely endangered,"Candoshi-Murato, candoshi-shapra",,1900.0,ILV.- 2006.  Pueblos del Per. Lima,-3.7107,-76.9042,"En el departamento de  Loreto, provincia de  Alto Amazonas, distritos de Morona, Pastaza, Cahuapanas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,1771,Hupda (Brazil),hupda (Brsil),hupd mac (Brasil),Brazil,BRA,jup,Vulnerable,"Hupda, Hupd (Hup is singular)",,1900.0,"Databank Moore, 2008.",0.7909,-68.247,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,975,Mixtec of the central Ravine,mixtque de Caada Central,Mixteco de la Caada Central,Mexico,MEX,,Definitely endangered,tu 'un savi,,1878.0,,17.9666,-96.8333,"Locality of Cuyamecalco Villa de Zaragoza in the municipality of Chiquihuitln de Benito Jurez, state of Oaxaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1654,Kendeje,kedendje,kendeye,Chad,TCD,klf,Definitely endangered,,,1859.0,Ethnologue,13.6299,21.5771,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1043,Hunzib,hunzib,hunzib,Russian Federation,RUS,huz,Definitely endangered,Gunzib,,1839.0,"_. _. ______: __________ ____. Ñ _____ __________ _________ _ ________ __________: ____________ I. ______: _____, 1997.",42.1654,46.2991,"the villages of Gunzib, Nakhada, and GarbutlÕ (GorbutlÕ) in Tsunta County in the Republic of Daghestan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1328,Tchumbuli,tchumbuli,tchumbuli,Benin,BEN,bga,Critically endangered,Basa,,1838.0,Roger Blench,8.7113,2.1533,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,747,Cashibo-Cacataibo,cashibo-cacataibo,cachibo,Peru,PER,cbr,Definitely endangered,Uni,,1800.0,"I. Pozzi-Escot (1998), 'El multilingismo en el Per'. ",-8.9393,-75.0915,"Departamento de  Ucayali,  y departamento de  Hunuco. Ros Aguayta y San Alejandro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2679,Grass Koiari,grass koiari,coyar,Papua New Guinea,PNG,kbk,Vulnerable,Koiari,,1800.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.4558,147.5559,"East of Port Moresby, around Sirinumu Dam, Central Province",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,2536,Isirawa,isirawa,isirawa,Indonesia,IDN,srl,Vulnerable,"Saberi, Okwasar",,1800.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1.8783,138.5485,Irian Jaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,2292,Lanoh,lanoh,lanoh,Malaysia,MYS,lnh,Critically endangered,"Sabm dialect (sbo), Semnam dialect (ssm)",,1800.0,Bradley 2007,5.2509,101.0206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,2310,Lemolang,lemolang,lemolango,Indonesia,IDN,ley,Vulnerable,Baebunta,,1800.0,Grimes 2000,-2.6303,120.1849,Sulawesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,2602,Nila (Seram Island),nila (le de Seram),nila (isla Seram),Indonesia,IDN,nil,Definitely endangered,,,1800.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.2173,128.9849,"Seram Island, Maluku (transmigration from Nila Island)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,2437,Shixing,shixing,sichn,China,CHN,sxg,Definitely endangered,Xumi,,1800.0,Bradley 2007,28.5263,100.4734,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1360,Chuj (Mexico),chuj (Mexique),chuj (Mxico),Mexico,MEX,"cnm, cac",Critically endangered,koti',,1771.0,"Census 2000, information provided by INALI
Complementary information provided by collaborator H. Antonio Garca Ziga",16.1203,-92.0407,"Municipalities of Campeche and Champotn in the state of Campeche; municipalities of La Independencia, La Trinitaria, Las Margaritas, and Maravilla Tenejapa in the state of Chiapas;  municipality of Othn P. Blanco in the state of Quintana Roo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,435,Darma,darma,darma,"India, Nepal","IND, NPL",drd,Definitely endangered,Darmiya; Darm_,,1761.0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Kln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",30.0037,80.5641,"Himachal Pradesh state, Almo_a- and Pithaur_ga_h districts in India.
D_rcul_ district in Nepal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1407,Kung,kung,cungo,Cameroon,CMR,kfl,Severely endangered,,,1750.0,Ethnologue,6.5227,10.1074,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,302,Lokono (Guyana),arawak lokono (Guyane),lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",arw,Critically endangered,Arawak,,1750.0,"J. Forte, in: Queixals and Renault-Lescure, 'As lnguas amaznicas hoje' (2000)",6.2934,-58.0957,In the coastal areas of Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,433,Byangsi,byangsi,byangsi,"India, Nepal","IND, NPL",bee,Definitely endangered,_______; _______; Byangshi; Chaudangsi,,1734.0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Kln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",30.0595,80.7824,Mah_k_l_ river Valley.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,518,Pasing,pasing,pasing,Lao People's Democratic Republic,LAO,bgk,Definitely endangered,"Bit, Kha Bit",,1732.0,,21.1254,101.4697,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1110,Yamphu,yamphu,yamphu,Nepal,NPL,"yma, ybi",Definitely endangered,______; Yamphe; Yanphu,,1722.0,"Rutgers, Roland. 2008. Personal communication.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Kln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.5935,87.3316,"Sa_khuv_ Sabh_ district, upper Arun valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,2272,Andio,andio,andio,Indonesia,IDN,bzb,Vulnerable,Masama,,1700.0,Grimes 2000,-0.8514,123.1457,"Sulawesi, Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,765,Cheyenne (Montana),cheyenne (Montana),cheyn (Montana),United States of America,USA,chy,Definitely endangered,,,1700.0,Golla et al. ms.,45.5495,-106.5263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
